"New Zealand Schools Directory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand schools including contact details, institution and regional information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"^Email addresses are only listed for schools that agreed to have their email publicly released. Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Principal names are available for State and State Integrated Schools. Principal names for Private Schools are provided where available.  The most up to date information that we have available has been provided.  Recent changes may not be reflected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roll data as at 1 November 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional Council: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Territorial Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Type: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Gender: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neighbourhood (SA2): ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

School Number,School Name,Telephone,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban/Rural,School Type,Definition,Authority,Donations,Gender of Students,KME Peak Body,Takiwā,Territorial Authority,Regional Council,Local Office,Education Region,General Electorate,Māori Electorate,Neighbourhood (SA2 code),Neighbourhood (SA2),Ward,Community of Learning ID,Community of Learning Name,Latitude,Longitude,Enrolment Scheme,Equity Index (EQI),Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International,Isolation Index,Language of Instruction,Boarding Facilities,Cohort Entry,Status
10,Te Kura Taumata o Panguru,09-4095701,,Mina Pomare-Peita,http://www.panguru.school.nz,2178 West Coast Road ,,Panguru,2178 West Coast Road RD 2,,Kohukohu,0492,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,101600,Hokianga North,Kaikohe-Hokianga General Ward,,,-35.380527,173.383068,No,540,136,17,135,10,0,0,0,0,3.11,All students taught in te reo Māori,No,No,Open
11,Opononi Area School,09-4058500,anitaw@opononi.school.nz,Rosina Wikaira,,263 State Highway 12 ,Omapere,Kaikohe,Private Bag 759,,Kaikohe,0440,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,102900,Waipoua Forest,Kaikohe-Hokianga General Ward,99148,Hokianga Community of Learning,-35.528555,173.390212,No,533,146,54,128,10,2,0,2,0,2.80,All students taught in English,No,No,Open
12,Tauraroa Area School,09-4322643,general@tauraroa.school.nz,Grant Burns,http://www.tauraroa.school.nz,398 Tauraroa Road ,,Maungakaramea,PO Box 36,,Maungakaramea,0146,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,107800,Oakleigh-Mangapai,Bream Bay General Ward,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.873069,174.218169,No,476,410,362,108,15,16,4,5,5,0.95,All students taught in English,No,No,Open
13,Te Kamo High School,09-4351688,admin@kamohigh.school.nz,Natasha Hemara,http://www.kamohigh.school.nz/,1 Wilkinson Avenue ,Kamo,Whangarei,PO Box 4137,Kamo,Whangarei,0141,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,106000,Kamo Central,Whangārei Urban General Ward,99182,Te Tai Raki Whangarei Kāhui Ako,-35.684394,174.302813,No,504,706,489,360,77,36,6,3,8,0.71,All students taught in English,No,No,Open
14,Tikipunga High School,09-4373299,sec@tikihigh.school.nz,Alec Solomon,https://tikipungahigh.school.nz/,194 Corks Road ,Tikipunga,Whangarei,PO Box 7041,Tikipunga,Whangarei,0144,Large urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,106201,Tikipunga North,Whangārei Urban General Ward,,,-35.683559,174.328317,No,557,332,73,280,38,4,2,5,0,0.70,All students taught in English,No,No,Open
15,Whangārei Boys' High School,09-4304170,enquiries@wbhs.school.nz,Karen Smith,http://www.wbhs.school.nz,245 Western Hills Drive ,Avenues,Whangarei,PO Box 5034,,Whangarei,0140,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Boys School,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,107100,Whangārei Central,Whangārei Urban General Ward,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.716116,174.318379,Yes,471,1340,999,556,92,94,15,9,10,0.60,All students taught in English,No,No,Open
16,"Whangārei Girls’ High School",09-4304460,office@wghs.school.nz,Sonya Lockyer,http://www.wghs.school.nz,1 Lupton Avenue ,Regent,Whangarei,PO Box 5056,,Whangarei,0140,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Girls School,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,107100,Whangārei Central,Whangārei Urban General Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.713289,174.319550,Yes,468,1491,1174,594,112,107,14,24,19,0.60,All students taught in English,Yes,No,Open
17,Pompallier Catholic College,09-4383950,admin@pompallier.school.nz,Chris Allen (Acting),http://www.pompallier.school.nz/,State Highway 14 ,Maunu,Whangarei,PO Box 10042,Te Mai,Whangarei,0143,Large urban area,Secondary (Year 7-15),,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,106901,Maunu,Mangakahia-Maungatapere General Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.744864,174.275713,No,424,628,431,111,34,118,16,2,6,0.67,All students taught in English,No,No,Open
18,Mangakahia Area School,09-4331702,admin@mangakahia.school.nz,Rachel Clothier-Simmonds,http://www.mangakahia.school.nz,1480 Mangakahia Road ,Titoki,Whangarei,Private Bag,Titoki,Whangarei,0140,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,104800,Mangakahia-Hūkerenui,Mangakahia-Maungatapere General Ward,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.732278,174.058779,No,557,74,31,66,3,0,0,0,0,1.06,All students taught in English,No,No,Open
19,Dargaville High School,09-4397229,office@darghigh.school.nz,Michael Houghton,http://www.dargavillehighschool.co.nz,Plunket Street ,,Dargaville,Plunket Street,,Dargaville,0310,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109301,Dargaville,Wairoa General Ward,99185,Northern Wairoa Kāhui Ako,-35.931691,173.868056,No,513,377,219,193,45,25,2,0,0,1.58,All students taught in English,No,No,Open
20,Bream Bay College,09-4328226,admin@breambaycollege.school.nz,Julian Cosgrove,http://www.breambaycollege.school.nz/,2 Peter Snell Road ,,Ruakaka,PO Box 111,,Ruakaka,0151,Small urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,108800,Ruakākā,Bream Bay General Ward,99184,Bream Bay Kāhui Ako,-35.876079,174.455784,Yes,481,605,384,248,56,46,15,2,2,0.98,All students taught in English,No,No,Open
21,Otamatea High School,09-4318230,ohs@otamatea.school.nz,Todd Malcolm,http://www.otamatea.school.nz,Bickerstaffe Road ,,Maungaturoto,PO Box 64,,Maungaturoto,0547,Rural other,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109600,Maungatūroto,Otamatea General Ward,99118,Twin Coast Community of Learning,-36.117231,174.365259,Yes,481,656,528,209,35,43,13,3,0,1.38,All students taught in English,No,No,Open
22,Ruawai College,09-439 2216,,Aidyn Rasmussen,http://www.ruawaicollege.school.nz,4375 State Highway 12 ,,Ruawai,PO Box 7,,Ruawai,0549,Rural other,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109400,Rūāwai-Matakohe,Otamatea General Ward,99185,Northern Wairoa Kāhui Ako,-36.122571,174.011673,No,518,158,91,85,10,3,0,0,0,1.86,All students taught in English,No,No,Open
23,Rodney College,09-4236030,eo@rodneycollege.school.nz,Irene Symes,http://www.rodneycollege.school.nz,287 Rodney Street ,,Wellsford,287 Rodney Street,,Wellsford,0900,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,110501,Wellsford,Rodney Ward,,,-36.288160,174.520831,Yes,487,310,224,116,27,31,6,4,0,1.06,All students taught in English,No,No,Open
24,Mahurangi College,09-4258039,admin@mahurangi.school.nz,Tony Giles,http://www.mahurangi.school.nz,Woodcocks Road ,,Warkworth,PO Box 64,,Warkworth,0941,Small urban area,Secondary (Year 7-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,111100,Warkworth West,Rodney Ward,99122,Mahurangi Community of Learning,-36.406517,174.655544,Yes,441,1483,1232,276,150,103,32,17,28,0.61,All students taught in English,No,No,Open
25,Orewa College,09-4273833,admin@orewacollege.nz,Wiri Warriner,https://www.orewacollege.nz/,76 Riverside Road ,,Orewa,PO Box 345,,Orewa,0946,Large urban area,Secondary (Year 7-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,112901,Orewa South,Albany Ward,99069,Orewa Community of Learning,-36.591698,174.689747,Yes,432,2058,1636,292,135,349,73,59,43,0.56,All students taught in English,No,No,Open
26,Kaipara College,09-4208640,info@kaipara.school.nz,Cindy Sullivan,http://www.kaipara.school.nz/,Rautawhiri Road ,,Helensville,Rautawhiri Road,,Helensville,0800,Small urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,112401,Helensville,Rodney Ward,99097,Te Kāhui Ako o Kaipara,-36.680156,174.459138,Yes,457,748,665,204,52,43,12,7,3,0.91,All students taught in English,No,No,Open
27,Long Bay College,09-4779009,office@lbc.school.nz,CJ Healey,http://www.longbaycollege.com,Ashley Avenue ,Torbay,Auckland,PO Box 89007,Torbay,Auckland,0742,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,116500,Long Bay,Albany Ward,99121,Oneroa Community of Learning,-36.691395,174.738757,Yes,423,1755,1303,155,59,407,93,28,114,0.30,All students taught in English,No,No,Open
28,Rangitoto College,09-4770150,info@rangitoto.school.nz,Patrick Gale,http://www.rangitoto.school.nz,564 East Coast Road ,Browns Bay,Auckland,PO Box 93601,Browns Bay,Auckland,0753,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,119700,Windsor Park,Albany Ward,99000,Mid Bays Community of Schools,-36.737197,174.736684,Yes,398,3801,1788,224,92,1832,199,40,196,0.20,All students taught in English,No,No,Open
29,Kristin School,09-4159566,kristin@kristin.school.nz,Mark Wilson,http://www.kristin.school.nz/,360 Albany Highway ,Albany,Auckland,PO Box 300087,Albany,Auckland,0752,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117400,Albany West,Albany Ward,,,-36.742989,174.692243,No,not applicable,1748,906,44,17,900,37,5,40,not applicable,All students taught in English,No,No,Open
30,Glenfield College,09-4449066,admin@gc.ac.nz,Rakesh Govind,https://www.gc.ac.nz/,60 Kaipatiki Road ,Glenfield,Auckland,PO Box 40176,Glenfield,North Shore City,0747,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,123100,Glenfield West,North Shore Ward,99120,Kaipātiki Kāhui Ako,-36.779801,174.714953,No,469,668,281,99,79,332,22,8,13,0.10,All students taught in English,No,No,Open
31,Birkenhead College,09-4839039,office@birkenhead.school.nz,Craig Waller,http://www.birkenhead.school.nz/,140 Birkdale Road ,Birkenhead,Auckland,Private Bag 34911,Birkenhead,North Shore City,0746,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,122802,Birkdale Central,North Shore Ward,99214,Te Ara Whetū Kāhui Ako,-36.799175,174.701151,No,462,498,274,103,102,113,24,6,17,0.17,All students taught in English,No,No,Open
32,Northcote College,09-4810141,office@northcote.school.nz,Vicki Barrie,http://www.northcote.school.nz,Kauri Glen Road ,Northcote,Auckland,Kauri Glen Road,Northcote,North Shore City,0627,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127300,Northcote South (Auckland),North Shore Ward,99067,Northcote Community of Learning,-36.808881,174.733677,Yes,428,1387,936,181,127,374,69,21,87,0.14,All students taught in English,No,No,Open
35,Carmel College,09-4861132,admin@carmel.school.nz,Sarah Kemble,http://www.carmel.school.nz/,108 Shakespeare Road ,Milford,Auckland,PO Box 31142,Milford,North Shore City,0741,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Girls School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,99126,North Shore Catholic Schools Community of Learning,-36.779176,174.756742,Yes,383,1060,663,58,64,330,66,12,34,0.05,All students taught in English,No,No,Open
36,Takapuna Grammar School,09-4894167,office@takapuna.school.nz,Mary Nixon,http://www.takapuna.school.nz,210 Lake Road ,Takapuna,Auckland,PO Box 331096,Takapuna,Auckland,0740,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,129300,Belmont (Auckland),North Shore Ward,99048,Devonport-Takapuna Kāhui Ako,-36.800616,174.788477,Yes,395,2076,1502,160,69,552,86,35,162,0.17,All students taught in English,No,No,Open
37,Westlake Boys High School,09-4108667,office@westlake.school.nz,David Ferguson,http://www.westlake.school.nz,Forrest Hill Road ,Takapuna,Auckland,30 Forrest Hill Road,Forrest Hill,North Shore City,0620,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Boys School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,123400,Forrest Hill West,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.777366,174.749491,Yes,398,2676,1522,263,181,1055,116,57,122,0.03,All students taught in English,No,No,Open
38,Westlake Girls' High School,09-4894169,office@westlakegirls.school.nz,Jane Stanley,http://www.westlakegirls.school.nz,2 Wairau Road ,Takapuna,Auckland,2 Wairau Road,Takapuna,North Shore City,0627,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Girls School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.782458,174.752309,Yes,402,2275,1225,219,152,975,118,44,126,0.03,All students taught in English,No,No,Open
39,Rosmini College,09-4895417,ebarnard@rosmini.school.nz,Jon Dale (Acting),http://www.rosmini.school.nz,36 Dominion Street ,Takapuna,Auckland,36 Dominion Street,Takapuna,North Shore City,0622,Major urban area,Secondary (Year 7-15),,State : Integrated,Donations may be requested,Boys School,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,99126,North Shore Catholic Schools Community of Learning,-36.792443,174.760146,No,387,1141,762,123,100,305,51,6,26,0.08,All students taught in English,No,No,Open
40,Rutherford College,09-8349790,admin@rutherford.school.nz,Gary Moore,https://www.rutherford.school.nz/,Kotuku Street ,Te Atatu,Auckland,Kotuku Street,Te Atatu Peninsula,Waitakere,0610,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,124800,Te Atatū Peninsula West,Waitākere Ward,99013,Te Atatu Community of Learning,-36.852590,174.646309,Yes,460,1419,678,326,260,382,64,20,27,0.32,All students taught in English,No,No,Open
41,Macleans College,09-5352620,Beyza.McEvoy@macleans.school.nz,Steven Hargreaves,http://www.macleans.school.nz,2 Macleans Road ,Bucklands Beach,Auckland,Private Bag 94201,Howick,Auckland,2145,Major urban area,Secondary (Year 9-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148000,Eastern Beach,Howick Ward,99216,Te Ara Bucklands Beach Kāhui Ako,-36.882722,174.914424,Yes,387,2887,929,88,77,1954,93,53,163,0.41,All students taught in English,No,No,Open
